,English Name,Arabic Name,Column2,Column3
1304,Benachée,,Zgharta,North
1305,Boucite,بوسيط,Zgharta,North
1306,Bouhairet Toula,,Zgharta,North
1307,Bsebhil,,Zgharta,North
1308,Danhi,,Zgharta,North
1309,Daraya,داريا,Zgharta,North
1310,Ehden,,Zgharta,North
1311,Ejbeh,,Zgharta,North
1312,El-Tellé,التل,Zgharta,North
1313,Halane,,Zgharta,North
1314,Iâl,,Zgharta,North
1315,Karabeiche,,Zgharta,North
1316,Karm Saddé,كرم سده,Zgharta,North
1317,Kefraya,كفريا,Zgharta,North
1318,Kfar Chakna,,Zgharta,North
1319,Kfar Dalakoss,,Zgharta,North
1320,Kfar Haoura,كفر حورا,Zgharta,North
1321,Kfar hata,,Zgharta,North
1322,Kfar Yachite,,Zgharta,North
1323,Kfar Zeina,كفر زينا,Zgharta,North
1324,Kfarfou,كفرفو,Zgharta,North
1325,Kfarsghab,,Zgharta,North
1326,Mazraat Ejbeh,,Zgharta,North
1327,Mazraat el Teffah,مزرعة التفاح,Zgharta,North
1328,Mazraat Jneide,,Zgharta,North
1329,Mazraet Hreikess,,Zgharta,North
1330,Mejdlaya,مجدلايا,Zgharta,North
1331,Merh Kfarsghabe,,Zgharta,North
1332,Mériata,,Zgharta,North
1333,Miziara,مزيارة,Zgharta,North
1334,n.a. (1),,Zgharta,North
1335,Rachehine,,Zgharta,North
1336,Raskifa,راسكيفا,Zgharta,North
1337,Sakhra,,Zgharta,North
1338,Sebhel,,Zgharta,North
1339,Serhel,,Zgharta,North
1340,Toula,تولا,Zgharta,North
1341,Zghorta,,Zgharta,North
1342,Aïchiyé,,Jezzine,South
1343,Aïn el-Mir,عين المير,Jezzine,South
1344,Akmata,,Jezzine,South
1345,Anane,انان,Jezzine,South
1346,Aramté,الرامة,Jezzine,South
1347,Ariya,,Jezzine,South
1348,Arkoub (Mazraat),,Jezzine,South
1349,Azour,عازور,Jezzine,South
1350,Baba,,Jezzine,South
1351,Baissour,بيصور,Jezzine,South
1352,Benwati,بنواتي,Jezzine,South
1353,Bhanine,بحنين,Jezzine,South
1354,Bisri,بسري,Jezzine,South
1355,Bkessine,بكاسين,Jezzine,South
1356,Bouslaya,بصليا,Jezzine,South
1357,Bteddine El-Lekche,بتدين اللقش,Jezzine,South
1358,Chabil,,Jezzine,South
1359,Chawalik,شواليق,Jezzine,South
1360,Djezzine,جزين,Jezzine,South
1361,El-Demachkiyeh,,Jezzine,South
1362,El-Ghabbatieh,الغباطيه,Jezzine,South
1363,El-Harf,الحرف,Jezzine,South
1364,El-Homsiyé,,Jezzine,South
1365,El-Jarmak,الجرمق,Jezzine,South
1366,El-Kabeh,,Jezzine,South
1367,El-Louaizé,اللويزه,Jezzine,South
1368,El-Mahmoudiyeh,,Jezzine,South
1369,El-Maknouniyé,المكنونيه,Jezzine,South
1370,El-Mharbiyé,المحاربيه,Jezzine,South
1371,El-Midan,الميدان,Jezzine,South
1372,El-Rahbane,,Jezzine,South
1373,El-Remmané,عين الرمانة,Jezzine,South
1374,El-Rihane,,Jezzine,South
1375,El-Wadié,,Jezzine,South
1376,El-Zeghrine,الزغرين,Jezzine,South
1377,Haïdab,,Jezzine,South
1378,Haitoulé,,Jezzine,South
1379,Haïtoura,,Jezzine,South
1380,Hassaniyé,,Jezzine,South
1381,Jabal Toura,,Jezzine,South
1382,Jensnaya,جنسنايا,Jezzine,South
1383,Kafr-Falouce,كفرفالوس,Jezzine,South
1384,Kafr-Jarra,,Jezzine,South
1385,Kaïtoulé,قيتولي,Jezzine,South
1386,Karkha,كرخا,Jezzine,South
1387,Katrani,,Jezzine,South
1388,Kattine,,Jezzine,South
1389,Kefer-Houné,كفرحونه,Jezzine,South
1390,Khellet Khazen,,Jezzine,South
1391,Krouh,,Jezzine,South
1392,Lebaa,,Jezzine,South
1393,litige,,Jezzine,South
1394,Machmouché,مشموشه,Jezzine,South
1395,Mazraat Dahr el-Deir,,Jezzine,South
1396,Mazraat Daraya,,Jezzine,South
1397,Mazraat el-Mathané,مزرعة المطحنة,Jezzine,South
1398,Mazraat El Ouazaaiyé,,Jezzine,South
1399,Mazraat Louzid (Louayziyé),,Jezzine,South
1400,Mjaïdel,مجيدل,Jezzine,South
1401,Mlikh,مليخ,Jezzine,South
1402,Mrah-el-Hbasse,مراح الحباس,Jezzine,South
1403,Rimate,,Jezzine,South
1404,Roum,روم,Jezzine,South
1405,Sabbah,صباح,Jezzine,South
1406,Saïdoune,صيدون,Jezzine,South
1407,Sfarai,,Jezzine,South
1408,Sniyé,سنيه,Jezzine,South
1409,Soujoud,سجد,Jezzine,South
1410,Srayri,,Jezzine,South
1411,Taïd,تعيد,Jezzine,South
1412,Tamra,,Jezzine,South
1413,Wadi Baankoudine,وادي بعنقودين,Jezzine,South
1414,Wadi Djezzine,وادي جزين,Jezzine,South
1415,Wadi Laimoune,,Jezzine,South
1416,Zhalta,,Jezzine,South
1417,Jernaya,جرنايا,Nabatiyeh,South
1418,Abra,عبرا,Saida,South
1419,Addoussiat,,Saida,South
1420,Adloun,عدلون,Saida,South
1421,Aïn-el-Dib,,Saida,South
1422,Aktanite,عقتنيت,Saida,South
1423,Ankoune,عنقون,Saida,South
1424,Ansariyé,انصاريه,Saida,South
1425,Arab-el-Jal,عرب الجل,Saida,South
1426,Arab Soukar,,Saida,South
1427,Arab Tabbaya,,Saida,South
1428,Arké,اركي,Saida,South
1429,Arzey,ارزي,Saida,South
1430,Babliyé,البابلية,Saida,South
1431,Berti,برتي,Saida,South
1432,Bissariat,,Saida,South
1433,Bnaafoul,بنعفول,Saida,South
1434,Bqosta,,Saida,South
1435,Bramiat,,Saida,South
1436,Daoudiyé,,Saida,South
1437,Darbessim,,Saida,South
1438,Deir Takla,الفياضية,Saida,South
1439,El-Hajjé,,Saida,South
1440,El-Husseiniyé,,Saida,South
1441,El-Kharayeb,,Saida,South
1442,El-Merwaniyé,,Saida,South
1443,El-Mhammariyé,,Saida,South
1444,El-Zrariyé,الزرارية,Saida,South
1445,El Hartiyé,,Saida,South
1446,Ghassaniyé,,Saida,South
1447,Ghazyat,,Saida,South
1448,Haret Saïda,,Saida,South
1449,Helaliat,,Saida,South
1450,Jaziré,,Saida,South
1451,Kaakiet El-Senaoubar,,Saida,South
1452,Kanarite,قناريت,Saida,South
1453,Kaoutarite El-Riz,,Saida,South
1454,Kaoutarite El-Siyad,,Saida,South
1455,Kefraya,كفريا,Saida,South
1456,Kfar-Bite,كفربيت,Saida,South
1457,Kfar-Challal,كفرشلال,Saida,South
1458,Kfar Badda,,Saida,South
1459,Kfar Hatta,,Saida,South
1460,Kfar Melki,,Saida,South
1461,Khartoum,خرطوم,Saida,South
1462,Khazize,خزيز,Saida,South
1463,Kherbet Bassal,,Saida,South
1464,Kherbet El-Douair,,Saida,South
1465,Krayé,,Saida,South
1466,Loubié,,Saida,South
1467,Maghdouché,مغدوشه,Saida,South
1468,Majdalioun,مجدليون,Saida,South
1469,Matriet El-Choumar,,Saida,South
1470,Mazraat El-Wasta,,Saida,South
1471,Mazraat Jimjim,,Saida,South
1472,Mazraet Matarite Jebah,,Saida,South
1473,Miemié,,Saida,South
1474,Mohaidalé,,Saida,South
1475,Msaileh,,Saida,South
1476,Nadjariat,,Saida,South
1477,Saïda Dekerman,,Saida,South
1478,Saïda Ville,,Saida,South
1479,Saïda Wastani,,Saida,South
1480,Saksakiat,,Saida,South
1481,Salhiat,,Saida,South
1482,Samiate,,Saida,South
1483,Sarafend,,Saida,South
1484,Sari,,Saida,South
1485,Sfenté,,Saida,South
1486,Snaiber,,Saida,South
1487,Tanbourite,طنبوريت,Saida,South
1488,Teffehta,تفاحتا,Saida,South
1489,Tibna,,Saida,South
1490,Yahoudiat,,Saida,South
1491,Zaghdraya,زغدرايا,Saida,South
1492,Zeita,زيتا,Saida,South
1493,Aaiyé,,Sour,South
1494,Abbassyat,عباسية,Sour,South
1495,Abou Chech,,Sour,South
1496,Aïn Abou Abdallah,,Sour,South
1497,Aïn Baal,عين بعال,Sour,South
1498,Aïtite,عيتيت,Sour,South
1499,Alma Chaab,علما الشعب,Sour,South
1500,Arzoune,ارزون,Sour,South
1501,Bafliyé,بافليه,Sour,South
1502,Batouliyat,باتولية,Sour,South
1503,Bazouriat,,Sour,South
1504,Beiriche,,Sour,South
1505,Bestiace,,Sour,South
1506,Bidias,بدياس,Sour,South
1507,Bordje Rahhal,برج رحال,Sour,South
1508,Borge El-Chémali,برج الشمالي,Sour,South
1509,Boustane,,Sour,South
1510,Btaychiyé,,Sour,South
1511,Chameh,,Sour,South
1512,Chehour,شحور,Sour,South
1513,Cheïetiyé,,Sour,South
1514,Chihine,شيحين,Sour,South
1515,Debhalé,,Sour,South
1516,Deir Amess,دير عامص,Sour,South
1517,Deir Kanoun El-Nahr,دير قانون النهر,Sour,South
1518,Deir Kanoun Ras El Aïn,دير قانون راس العين,Sour,South
1519,Deir Kifa,دير كيفا,Sour,South
1520,Derdaghaya,دردغيا,Sour,South
1521,El-Biyad,البياض,Sour,South
1522,El-Héloussiyé,,Sour,South
1523,El-Henniyé,الحنية,Sour,South
1524,El-Kleilé,,Sour,South
1525,El-Mansouri,المنصوري,Sour,South
1526,El Jbine,الجبين,Sour,South
1527,Eskandaroun,,Sour,South
1528,Hamoul,,Sour,South
1529,Hanawé,,Sour,South
1530,Hmairé,حميره,Sour,South
1531,Izzié,عزه,Sour,South
1532,Jebel-El-Batm,,Sour,South
1533,Jejime,,Sour,South
1534,Jennata,جنتا,Sour,South
1535,Jouaya,جويا,Sour,South
1536,Kana,قانا,Sour,South
1537,Kneissé,,Sour,South
1538,Mâaraké,,Sour,South
1539,Mahaïlib,,Sour,South
1540,Mahroub,,Sour,South
1541,Majdalzoun,مجدلزون,Sour,South
1542,Marouhine,مروحين,Sour,South
1543,Mazraat Dhaira,,Sour,South
1544,Mazraat Ez-Zalloutieh,,Sour,South
1545,Mazraat Mechref,مزرعة مشرف,Sour,South
1546,Mazraat Torsemhat,,Sour,South
1547,Mjadel,مجادل,Sour,South
1548,Nakoura,,Sour,South
1549,Neffahiyé,,Sour,South
1550,Niha,نيحا,Sour,South
1551,Ouadi Djilou,,Sour,South
1552,Rafid-el-Mernaba,,Sour,South
1553,Recheknaniyeh,رشكنانيه,Sour,South
1554,Remadiyeh,,Sour,South
1555,Saddikine,صديقين,Sour,South
1556,Salha,,Sour,South
1557,Sour (Tyr),صور,Sour,South
1558,Srifa,صريفا,Sour,South
1559,Taïr-Dabba,طير دبا,Sour,South
1560,Tair Harf,,Sour,South
1561,Tairzibna,,Sour,South
1562,Touaire,,Sour,South
1563,Toura,طورا,Sour,South
1564,Trafelsiyé,,Sour,South
1565,Yanouh,يانوح,Sour,South
1566,Yarine,يارين,Sour,South
1567,Zebkine,زبقين,Sour,South
